EH31,-,-,94,-,2,23,3,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH32,-,-,875,17,13,182,9,6,29,1,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH33,-,-,603,15,10,135,3,5,26,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH34,-,-,134,-,2,24,-,-,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH35,-,-,99,3,1,21,2,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH36,-,-,35,-,-,5,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH37,-,-,95,2,-,13,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH38,-,-,29,1,-,8,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH39,-,-,385,9,4,62,6,2,11,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH40,-,-,109,1,1,12,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH41,-,-,573,7,11,104,4,5,16,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH42,-,-,460,4,3,80,1,3,22,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH43,-,-,37,1,-,7,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH44,-,-,147,1,3,24,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH45,-,-,470,8,2,65,2,2,7,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH46,-,-,185,3,3,25,1,2,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH47,-,-,1348,18,17,292,11,12,41,5,1,4,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH48,-,-,1840,29,16,405,10,9,67,7,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH49,1,1,759,13,5,120,1,2,17,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH51,-,-,631,14,13,138,4,1,21,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH52,-,-,978,16,12,200,7,6,31,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH53,-,-,577,5,5,94,6,-,20,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH54,-,-,2697,45,31,585,19,9,86,5,5,8,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EH55,-,-,382,11,4,105,5,2,24,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EN01,-,-,1450,25,14,351,6,23,54,8,4,6,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EN02,-,-,1028,9,4,154,5,9,40,2,5,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EN03,-,-,1849,31,18,574,21,66,95,5,8,8,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EN04,-,-,1005,14,4,183,5,5,25,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EN05,-,-,1283,16,10,281,6,14,26,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EN06,-,-,1335,21,16,273,4,12,36,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EN07,-,-,1132,14,10,247,6,7,25,1,2,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EN08,-,-,1634,13,18,352,6,18,41,2,8,4,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EN09,-,-,1231,16,13,251,8,7,40,7,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EN10,-,-,1015,9,6,158,3,4,31,1,1,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EN11,-,-,1054,11,8,186,4,6,30,5,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX01,-,-,514,4,10,78,2,4,6,1,2,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX02,-,-,1293,13,12,182,7,3,23,1,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX03,-,-,189,2,1,26,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX04,-,-,1214,17,15,204,8,5,22,2,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX05,-,-,724,12,6,120,4,5,12,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX06,-,-,487,4,6,81,-,-,6,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX07,-,-,354,3,1,61,3,1,9,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX08,-,-,1068,12,16,196,5,5,16,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX09,-,-,208,1,-,32,1,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX10,-,-,435,4,3,61,2,2,8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX11,-,-,288,4,4,42,1,1,3,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX12,-,-,275,4,5,43,2,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX13,-,-,459,1,1,59,1,1,6,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX14,-,-,691,9,8,103,2,3,11,3,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX15,-,-,830,9,4,137,5,2,15,1,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX16,-,-,1067,10,15,163,7,1,22,2,2,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX17,-,-,587,3,6,92,2,1,9,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX18,-,-,76,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX19,-,-,103,1,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX20,-,-,576,7,8,83,2,4,7,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX21,-,-,129,1,-,9,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX22,-,-,220,5,3,30,2,4,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX23,-,-,338,2,4,57,3,3,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX24,-,-,131,2,2,13,-,-,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX31,-,-,722,7,9,108,4,2,16,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX32,-,-,611,9,12,111,4,2,14,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX33,-,-,316,3,3,40,-,1,4,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX34,-,-,443,3,5,61,1,4,6,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX35,-,-,46,1,3,9,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX36,-,-,252,2,4,47,-,1,7,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX37,-,-,124,-,-,19,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX38,-,-,158,2,2,38,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX39,-,-,1001,13,16,137,4,10,17,6,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EX54,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK01,-,-,1291,28,21,335,8,7,41,9,1,4,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK02,-,1,2137,42,29,460,13,12,72,8,-,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK03,-,-,613,15,19,166,2,1,24,4,2,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK04,-,-,761,8,13,183,4,2,25,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK05,-,-,939,14,9,166,9,3,25,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK06,-,-,665,13,9,151,9,2,25,3,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK07,-,-,1520,24,20,332,11,7,66,4,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK08,-,1,856,15,8,176,6,3,24,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK09,-,-,580,7,5,128,3,4,22,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK10,-,-,1415,41,26,359,13,6,49,7,3,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK11,-,-,136,3,1,32,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK12,-,-,184,2,1,48,1,3,15,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK13,-,-,245,5,3,46,4,-,4,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK14,-,-,251,5,3,50,1,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK15,-,-,549,15,5,113,4,5,20,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK16,-,-,128,1,1,23,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK17,-,-,185,4,-,43,2,1,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK18,-,-,17,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK19,-,-,21,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK20,-,-,22,-,-,7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FK21,-,-,46,1,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FY00,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FY01,-,-,993,18,12,320,8,8,43,7,6,8,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FY02,-,-,879,12,4,233,3,7,41,6,-,3,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
FY03,-,-,1170,23,6,335,13,5,47,4,1,7,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FY04,-,-,1731,24,12,467,13,9,67,8,2,7,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FY05,-,-,1881,18,11,317,13,10,52,4,1,8,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FY06,-,-,1346,20,5,265,8,8,32,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FY07,-,-,860,14,7,184,2,5,40,4,2,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FY08,-,-,2107,36,14,456,7,9,60,2,1,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G01,-,-,226,4,1,49,4,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G02,-,-,64,1,3,23,1,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G03,-,-,763,12,7,190,12,7,41,4,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G04,-,-,353,3,-,75,4,1,14,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G05,-,-,506,8,5,131,6,4,31,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G07,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G08,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G11,-,-,1037,24,2,244,5,3,44,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G12,-,-,1447,17,1,356,3,5,62,6,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G13,-,-,1958,28,9,420,22,10,83,2,2,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G14,-,-,1006,11,5,219,5,8,36,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G15,-,-,838,11,9,249,6,4,24,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G20,-,-,1411,24,8,351,10,4,62,3,-,5,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G21,-,-,1172,17,12,327,14,6,64,5,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G22,-,-,874,10,6,221,7,8,43,4,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G23,-,-,429,6,1,82,9,4,22,2,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G26,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G31,-,-,1041,16,13,244,8,6,56,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G32,-,-,2361,29,17,480,16,12,114,5,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G33,-,-,2645,36,17,613,21,15,141,5,7,2,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G34,-,-,401,9,2,82,5,3,19,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G40,-,-,546,10,1,143,6,4,23,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G41,-,-,2291,34,16,530,24,3,112,6,4,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G42,-,-,1554,16,10,351,11,9,59,2,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G43,-,-,1136,15,7,278,8,7,50,3,2,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G44,-,-,2028,27,14,424,10,4,71,3,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G45,-,-,715,14,4,189,7,4,46,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G46,-,-,1879,28,9,429,19,6,60,3,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G51,-,-,1010,18,6,227,9,11,52,2,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G52,-,-,1526,27,5,350,9,9,57,7,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G53,-,-,2086,28,9,534,20,7,111,3,5,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G54,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G60,-,-,403,8,-,87,1,-,14,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G61,-,-,2170,32,14,414,8,7,75,3,4,1,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G62,-,-,932,9,7,167,5,1,26,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G63,-,-,826,11,7,158,3,3,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G64,-,-,2146,26,14,366,13,4,64,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G65,-,-,763,10,5,145,7,2,35,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G66,-,-,2549,46,24,470,19,5,79,5,5,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G67,-,-,1681,27,19,332,13,13,55,8,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G68,-,-,1404,32,20,279,11,5,66,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G69,-,-,2600,45,15,592,20,12,115,1,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G71,-,-,2174,30,12,508,18,6,82,7,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G72,-,-,3270,56,22,691,28,14,117,11,3,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G73,-,-,1940,33,12,391,12,12,67,6,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G74,-,-,2331,38,18,495,20,7,75,11,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G75,1,-,2395,38,17,514,30,16,107,9,5,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G76,-,-,1667,26,10,342,10,7,60,5,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G77,-,-,2091,20,9,389,13,3,84,6,1,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
G78,-,-,1460,18,9,337,12,6,74,4,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G81,-,-,2132,31,20,509,23,9,94,10,4,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G82,-,-,1452,19,8,294,11,2,42,7,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G83,-,-,1403,21,15,273,10,6,49,4,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
G84,-,-,1247,21,7,230,8,5,34,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL01,-,-,1195,17,13,285,13,7,44,-,5,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL02,-,-,2269,20,12,369,7,11,67,3,4,4,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL03,-,-,1158,15,17,184,1,6,23,1,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL04,-,-,1766,21,14,324,10,9,39,3,4,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL05,-,-,972,6,11,169,4,6,20,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL06,-,-,899,10,5,117,3,3,20,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL07,-,-,1503,15,10,204,4,8,22,3,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL08,-,-,316,3,1,44,-,2,7,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL09,-,-,110,-,-,21,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL10,-,-,437,2,6,65,-,1,5,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL11,-,-,777,5,5,123,3,3,10,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL12,-,-,759,8,8,99,2,4,12,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL13,-,-,334,1,2,35,3,1,8,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL14,-,-,654,3,8,113,4,1,15,3,3,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL15,-,-,923,15,5,147,4,6,24,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL16,-,-,561,9,5,82,1,7,8,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL17,-,-,522,7,4,74,1,4,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL18,-,-,391,6,5,75,2,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL19,-,-,537,5,7,90,-,5,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL20,-,-,1403,9,11,226,4,5,30,3,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL22,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL50,-,-,866,12,8,158,3,6,22,4,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL51,-,-,1925,17,12,319,11,19,44,10,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL52,-,-,1979,16,8,317,10,9,33,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL53,-,-,851,12,7,101,4,2,13,1,2,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL54,-,-,1174,13,7,174,5,3,28,3,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL55,-,-,277,1,-,46,3,1,5,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GL56,-,-,480,1,3,83,1,1,10,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU01,-,-,1284,7,9,230,2,7,24,2,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU02,-,-,1012,9,18,181,2,3,20,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU03,-,-,640,8,7,107,2,1,12,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU04,-,-,762,8,3,109,1,1,10,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU05,-,-,509,11,6,83,3,-,8,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU06,-,-,572,6,2,74,1,2,14,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU07,-,-,794,6,5,127,2,6,13,7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU08,-,-,849,5,5,137,5,5,15,-,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU09,-,-,1182,12,7,164,5,2,17,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU10,-,-,1045,7,6,147,4,1,26,3,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU11,-,-,685,13,8,144,2,5,14,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU12,-,-,1193,10,12,211,6,5,23,3,2,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU13,-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU14,-,-,1851,17,16,333,18,6,36,8,2,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU15,-,-,1488,10,16,254,6,11,28,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU16,-,-,904,9,11,126,4,7,24,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU17,-,-,582,8,5,94,3,3,9,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GU18,-,-,363,1,1,46,2,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
